,id,name,borough,PHONE,description,latitude,longitude
30301,41292992,KOUZAN,Manhattan,2122808099,,40.792289558958004,-73.971639064932
30312,50101256,EMMY SQUARED,Manhattan,9174405133,,40.775459466216,-73.956445795385
30313,40601541,STARBUCKS,Manhattan,2122807268,,40.804636759173,-73.966363656199
30315,50080442,Luck Thai Brooklyn,Brooklyn,7184991888,,40.67089661705,-73.984877531571
30320,50069753,BEARIN WHEEL PIE,Manhattan,6464904873,,40.717427000242,-73.999769126042
30322,40547933,ROMA VIEW CATERING,Queens,7186413100,,40.657195637346,-73.839377984047
30323,50063282,BOND 45 ITALIAN KITCHEN AND BAR,Manhattan,2128694545,,40.759017559548,-73.98609195389301
30324,41096516,PLANET WINGS,Staten Island,7182737575,,40.626807226795,-74.16318922888699
30326,41213163,PAESANO'S,Manhattan,2129651188,,40.718519394966,-73.997694829896
30332,41373304,MING'S RESTAURANT,Manhattan,2128681378,,0.0,0.0
30344,41555982,EL CAMION CANTINA,Manhattan,2125335436,,40.729227958237,-73.98120568357899
30345,50048677,GOLDEN STEAMER ON 8,Brooklyn,7188538588,,40.639812876275,-74.005069693267
30348,50001012,SUBWAY,Manhattan,2126284717,,40.769260032378995,-73.951994848277
30355,50088158,XIANG HOTPOT,Brooklyn,7188515888,,40.633933584324005,-74.00430183256199
30363,50003485,WASABI SUSHI BENTO,Manhattan,2125751410,,40.754694725744,-73.987500538284
30371,50008170,SOUTH SHORE HOT BAGELS,Staten Island,7182278600,,40.52320021737,-74.239218228559
30372,50082539,FACTORY 380,Manhattan,2126866380,,40.741584877594,-73.981148053622
30375,50018662,AUGUST GATHERINGS,Manhattan,2122741535,,40.718785655776,-74.00105338399
30388,50040950,THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT,Manhattan,2123243773,,40.764284307815,-73.982823842051
30393,50005760,BLUESTONE LAKESIDE CAFE,Brooklyn,7184620065,,40.658166947641,-73.96330214972299
30403,41610168,CHEZ MA TANTE,Brooklyn,7183893606,,40.72700936923,-73.957570784888
30408,41622411,PATRICIA'S,Bronx,7189181800,,40.823202780276,-73.819641667437
30410,50109283,BLOOMBERG,Manhattan,3019874000,,40.75912931283,-73.968332339434
30416,40715785,PIZZA HUT,Queens,7188969800,,40.730002907201,-73.862044659009
30422,50072041,MCDONALD'S,Bronx,7185471823,,40.892879091742,-73.857647092212
30424,41472986,FUJI JAPANESE RESTAURANT,Manhattan,2125869888,,40.765629178185,-73.982422780932
30425,50099414,FLAVORS OF ITALY,Manhattan,2126951115,,40.752027150859,-73.991052578709
30426,50058131,THAI BKK,Manhattan,2128602737,,40.802967353582,-73.938432444269
30431,50093662,DOMINO'S,Queens,7184583030,,40.757964153216,-73.87426643018601
30433,50063632,CASA BOCADO,Manhattan,6463551840,,40.719243904709,-73.994494948408
30435,50075763,FALGUNI FAMILY RESTAURANT,Brooklyn,9178627064,,40.634809328139,-73.964788639364
30441,40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,7186310147,,40.757715535717004,-73.783109985737
30447,41640977,SAL'S PIZZA,Bronx,7188810940,,40.875164906303,-73.87949326313
30456,50089441,MIDTOWN MANHATTAN EMBASSY SUITES,Manhattan,2129120111,,40.751107027787,-73.985025277804
30463,50015174,FROZEN PEAKS,Bronx,7183797500,,40.865905409786,-73.830429747919
30465,50073846,CINNAMON GARDEN,Manhattan,2126748881,,40.727035771777004,-73.98771139805001
30468,41702724,MOMINETTE,Brooklyn,9292342941,,40.703119293442995,-73.925927057417
30473,50105485,OSTERIA BROOKLYN,Brooklyn,9292959542,,40.693301233693,-73.967090774027
30474,50054996,SUSHI FACTORY,Brooklyn,7186868688,,40.642107560478,-74.003869963423
30478,50058987,DUNKIN,Queens,3476195751,,40.587406658552,-73.812327750088
30484,50076862,FIVE STAR EXPRESS,Brooklyn,7186180433,,40.638156605758,-73.953314582755
30491,41157563,QUAINT,Queens,9177799220,,40.746527752143,-73.917808908135
30492,41374209,JOHN'S FRIED CHICKEN,Manhattan,2125676489,,40.864948299709,-73.919466089171
30502,41398041,21 HOME'S KITCHEN,Manhattan,2124755049,,40.739661833709995,-73.989141680168
30503,50003035,JUICE GENERATION,Manhattan,2124209700,,40.739949667569,-73.985789216014
30508,50048600,THE OLIVE GARDEN ITALIAN RESTAURANT,Manhattan,9175347937,,40.807870415627,-73.94574646630001
30509,41524226,MIKEY BAGELS,Staten Island,7189849700,,40.509921900693996,-74.243921090081
30511,50085675,BELLA ROMA PIZZA,Brooklyn,6467075211,,40.634655226517,-74.026481417956
30513,50044531,FAMOUS & FRESH 99¢ PIZZA,Manhattan,2125051200,,40.725325335152,-73.98407501715
30514,40710411,DONATO'S PIZZERIA RESTAURANT,Queens,7185074591,,40.748832608482,-73.913074504463
30517,40935583,FRIED FRANK CAFETERIA,Brooklyn,2128598041,,0.0,0.0
30522,41403088,SHARLENE'S,Brooklyn,3476381272,,40.676916297558996,-73.97226154560501
30525,50083577,PPL COFFEE,Brooklyn,6462463525,,40.712687459226,-73.958359080746
30527,50099192,NEW NEW GARDEN RESTAURANT,Queens,7183376015,,40.595700068659994,-73.775025123251
30533,50086657,TJ'S TASTY CORNER 2,Brooklyn,3472203986,,40.664101167635,-73.924182715269
30537,40860476,RICE & BEANS LECHONERA,Queens,7187400265,,40.725523324945996,-73.74011206945501
30541,41453954,CHIPOTLE MEXICAN GRILL,Manhattan,2126204015,,40.741907559667,-74.000963532564
30543,41707085,JUPIOCA,Manhattan,2125744849,,40.709348855259,-74.008158958775
30546,40361322,CARVEL,Queens,7183430392,,40.738367959933,-73.70351064970299
30548,41437033,KING'S PIZZA,Brooklyn,7186278434,,40.608629779839,-73.95732217607
30552,50072348,TACOMBI,Manhattan,2129675555,,40.748268900702,-73.984690273581
30555,50044748,FARIDA,Manhattan,6469186542,,40.755752010396,-73.994567718866
30559,50047966,BAGEL BELLY,Manhattan,2123532299,,40.732917777078,-73.987461340043
30567,41055922,"DUNKIN',' BASKIN ROBBINS",Queens,7184784443,,40.761954761967004,-73.869111249642
30569,50084860,THAI ME,Brooklyn,7189755190,,40.697498688917996,-73.936204137737
30577,41512992,BAY RIDGE DINER,Brooklyn,7189210266,,40.625578728469,-74.024222686472
30581,50077403,TWISTED MEXICAN GRILL,Queens,7182781110,,40.772260717544,-73.92718569931401
30593,41495497,"DUNKIN',' BASKIN ROBBINS",Brooklyn,7182521312,,40.625086451921,-73.962113606163
30604,50086646,VIDA FIT,Queens,7189130460,,40.757236704168,-73.869275768077
30608,40400962,WHITE CASTLE,Manhattan,2128766737,,40.788035173782,-73.942292283737
30614,41152741,BEACH CAFE,Manhattan,2129887299,,40.767390959157,-73.959378901861
30616,41710099,INDIGO MURPHY'S,Brooklyn,7189211013,,40.627650038268,-74.013693233034
30625,41704965,PIZZA HUT,Bronx,7188222909,,40.833638737449,-73.857008219714
30632,41310853,MOCA ASIAN BISTRO,Queens,7182683333,,40.7213191889,-73.845402704214
30645,41293756,STARLIGHT GRILL RESTAURANT & SWEETS,Queens,7185058800,,40.765285741103,-73.888833389841
30653,50001911,KUNG FU JAPANESE & CHINESE RESTAURANT,Brooklyn,7182654588,,40.601786726129,-74.002207494797
30660,50101236,FIELDS GOOD CHICKEN,Manhattan,917 3387662,,40.758268177392004,-73.971054408587
30666,40601254,ALADDIN,Queens,7187842554,,40.7572466229,-73.931201580543
30667,50052502,COMMUNITY DINING HALL AT MCKEON HALL FORDAM UNIV,Manhattan,6463465110,,40.771687202227,-73.98485455589301
30676,41236537,INTERNATIONAL BAKE SHOP,Queens,7183869550,,40.702628220268004,-73.907378844068
30680,50084024,CROWN FRIED CHICKEN,Brooklyn,9174985817,,40.687295292974,-73.944709131562
30689,41633964,GLORIA PIZZA,Queens,7182631100,,40.721115912674996,-73.843260256169
30697,41357926,EL PASO TAQUERIA,Manhattan,2129961739,,40.787469016232,-73.952678633248
30699,50046325,GREAT WALL CHINESE FOOD,Brooklyn,7184950610,,40.668158594407004,-73.906478849452
30702,50054273,MAJORELLE,Manhattan,2129352888,,40.765969522515,-73.969336277115
30705,41624260,ZENG'S RESTAURANT,Brooklyn,7188327760,,40.654387691429,-74.00434280039
30710,50101821,TRIPLE A 1,Manhattan,2124106950,,40.790522031794,-73.942517636923
30712,50073323,TASTE OF COCHIN,Queens,7183473900,,40.742412892085,-73.72179271961
30717,50041997,TOSKANA PIZZERIA RESTAURANT,Queens,7182252887,,40.767484781581004,-73.738619161173
30719,40970904,MERRION SQUARE,Manhattan,2128317696,,40.783657046573,-73.947495945005
30721,41385576,AU BON PAIN,Queens,7183433196,,40.753338177940996,-73.706793265343
30727,40399922,WHITE CASTLE,Manhattan,2126663556,,0.0,0.0
30730,50057954,MEGA BITES,Brooklyn,7183988112,,40.689481153675,-73.969418464523
30733,50033708,SAMURAI MAMA,Brooklyn,7185996161,,40.714096213797,-73.96029888431501
30745,41637941,KENNEDY CHICKEN &SANDWICHES,Bronx,3472716218,,40.835049786626,-73.919292818992
30756,41719946,UNCLE LOUIE G’S ITALIAN ICES & ICE CREAM,Brooklyn,7188334237,,40.622612613574,-74.031418924511
30757,40513633,ARTE CAFE,Manhattan,2125017014,,40.778312090061995,-73.978844810507
30761,50006048,SUBWAY,Bronx,6469155540,,40.820811918957,-73.926120720667
30762,50017187,SUBWAY,Queens,7182620658,,40.692070121608,-73.81018572721999
30768,50051548,THE MILL,Manhattan,2128897757,,40.749245935064,-73.983953784576
30769,50071352,MR CRAB,Queens,7187953393,,40.753641360059994,-73.871971837708
30771,50043782,BOW RAMEN,Manhattan,6466495471,,40.752455137112996,-73.972522324075
30775,40790306,STARBUCKS,Queens,7185394072,,40.781662983835,-73.829973484923
30777,50050253,JONES DAY CAFE & COFFEE BAR,Manhattan,2129017027,,40.714521963959,-74.015677098865
30779,50060631,KANCHANJUNGA RESTAURANT,Queens,7184571609,,40.746647449686996,-73.893180970731
30786,50057674,W XYZ LOUNGE,Queens,7187843626,,40.748108566493,-73.93962741539
30796,50091565,CALEXICO,Manhattan,7183831810,,40.727241726962,-73.988660247875
30801,40552366,GIGI'S PIZZERIA,Queens,7183529200,,40.780002153935,-73.802391102171
30804,50083241,COBBLE & CO,Manhattan,2123853689,,40.706908985393,-74.003697005066
30805,50093229,YUMMY BOBA AND DESSERT,Brooklyn,3477259412,,40.640941028228,-74.00387349876199
30806,41367985,KENNEDY FRIED CHICKEN,Bronx,7184015980,,40.806961826246,-73.917878484853
30808,41522397,LACORAL,Manhattan,2123431919,,40.717210162210996,-74.000602434767
30810,50085601,BUTTERMILK BAKESHOP,Brooklyn,3479873841,,40.67482391295,-73.981599608653
30819,50101013,JKW FOOD INC,Queens,3478400866,,40.761804724724,-73.826364010649
30820,50035920,T & G FLAVORS,Queens,7187122956,,40.692912768914,-73.733031095789
30825,50049228,LENWICH,Manhattan,2128716677,,40.758198776766,-73.980320339473
30827,50071597,CARDONCELLO DIVINO,Manhattan,3472780797,,40.744849478908,-73.989613596812
30829,41459743,EVERYDAY GOURMET DELI,Manhattan,2129860500,,40.750575892891,-73.97666286348
30835,50035991,LUCISOUS THAI,Manhattan,2128131188,,40.760384295198,-73.961415475914
30839,50093727,SOMEDAY BAR,Brooklyn,9294808454,,40.687458762634,-73.986229533523
30843,50017198,PECAS Y ALGO MAS,Queens,7183894443,,40.741479383622,-73.920644392066
30849,50071147,NEW TOKYO SUSHI,Queens,7185910333,,40.721151181339,-73.805362174228
30854,41435077,DUNKIN,Queens,7188460098,,40.708145673134,-73.830836219179
30856,50008129,COCO FRESH TEA & JUICE,Queens,3477306730,,40.737403649066,-73.877285995243
30859,41582872,SLEEP NO MORE AT THE MCKITTRICK HOTEL,Manhattan,2129041883,,40.750742893970006,-74.003641699618
30861,40783591,CINDY RESTAURANT LUNCHEONETTE,Brooklyn,7186456192,,40.608414951129,-73.972931183052
30862,50082953,TACO BELL,Manhattan,3328773855,,40.762687265522,-73.985798785463
30863,50056699,EL PENACHO RESTAURANT,Brooklyn,7184397012,,40.608711587419,-73.973788221355
30878,41507070,"KING DAVID, MIKIHANA SUSHI",Queens,7188967686,,40.7263923991,-73.852314446374
30896,41659494,WORLD YACHT PRINCESS,Manhattan,2126308177,,40.762185805839,-74.00330661264499
30899,41218954,MARIACHI TACO,Brooklyn,7182358880,,40.684500150774,-73.869152093194
30903,41156149,Tasty Delicious Bakery,Brooklyn,7182211222,,40.664517928186996,-73.923511796314
30908,50002694,ART HOUSE RESTAURANT,Brooklyn,7187431323,,40.594150986609,-73.950407280026
30913,50001312,MEW,Manhattan,6463689384,,40.749869251359,-73.98589897606
30917,41286260,ZAYTOONS RESTAURANT,Brooklyn,7182303200,,40.678726873715,-73.968486035982
30921,50018021,POLLO CAMPERO,Queens,7189251945,,40.701786873058,-73.808675656459
30928,50008280,WILD ORCHID BAR & LOUNGE,Queens,3479609997,,40.680197478702,-73.821223307209
30935,41564788,THE LOCAL,Staten Island,7188166366,,0.0,0.0
30956,50086240,THE CAFE MARC JACOBS,Manhattan,2128323905,,40.764185772119,-73.970643902747
30962,50083344,RICO CHIMI,Queens,3476445343,,40.684854873456004,-73.86039329235
30968,41402733,THE AMBASSADOR GRILL AND LOUNGE,Manhattan,6467931036,,40.75043400763,-73.968675753675
30978,50104976,TONY'S PIZZERIA,Brooklyn,7187571377,,40.619517766754,-74.008223579983
30987,50000309,ARMANDO'S KITCHEN,Brooklyn,7184843100,,40.646876477598,-73.90426016198201
30989,50010695,Vite-Vinosteria,Queens,7182788483,,40.762768282821,-73.921413101575
30993,50001948,BLOOM'S TAVERN,Manhattan,2123089400,,40.760682327477,-73.966505060877
30995,40395516,ALPHA DONUTS,Queens,7184724725,,40.743221431648,-73.919386443535
30997,41316251,"HURON CLUB, SOHO PLAYHOUSE",Manhattan,2126911555,,40.726322703743,-74.004470174465
31004,50081611,HOT GINGER,Queens,6467758828,,40.740098701575,-73.75795752345199
31014,50051274,LUDLOW COFFEE SUPPLY,Manhattan,6465259421,,40.721713647899,-73.987513963043
31018,50037764,SONAMU HOUSE,Queens,7188860094,,40.763420827656,-73.807104498364
31023,41432588,TOASTIES,Manhattan,63717676__,,40.758661721903,-73.975541028846
31027,40423705,ZARO'S BAKERY,Manhattan,2123767619,,40.752093933161994,-73.977604354379
31028,41331752,DON GIOVANNI,Manhattan,2125814939,,40.759193669729,-73.990452406045
31031,50045642,THAI SLIDERS,Manhattan,2126750080,,40.741899325529,-74.000945488766
31036,40570634,AN BEAL BOCHT CAFE,Bronx,7188847127,,40.887218718233,-73.90473006422499
31040,50098200,DAILY PROVISIONS,Manhattan,6467470604,,40.782363352575004,-73.978879627755
31043,41308249,ORIENTAL PLAZA,Staten Island,7187618668,,40.603045920844,-74.162950866619
31046,50066293,RICHIE RICH,Bronx,9292254490,,40.83341319403,-73.914492177756
31049,50013726,BROTHER PIZZA,Staten Island,7184422332,,40.625370072394,-74.143934388328
31051,50037065,SHUNFA BAKERY,Brooklyn,7188338884,,40.631954449001,-74.007223549011
31053,50086608,CHICKENFEST AZTECA,Bronx,9294068292,,40.832729185982,-73.86062748171
31057,40672460,HANA SUSHI,Manhattan,2126209950,,40.743584543838,-73.995997810432
31068,40945328,TONY'S PIZZA SPOT,Brooklyn,7186226395,,40.690356656895,-73.960215713587
31072,41598329,BOSTON ROAD CHINA,Bronx,7188819888,,40.876803402507,-73.84709011214599
31076,50080759,BENNO,Manhattan,9172097275,,40.7439215277,-73.987401519598
31077,50001258,LOCANDA MARIELLA,Brooklyn,7184992132,,40.666140002347,-73.985531050577
31081,50004311,KFC,Brooklyn,7186770445,,40.63307960403,-73.92837936303
31085,50041754,CAFE VIVA,Manhattan,2126638482,,40.79545139632,-73.971179033158
31091,50069477,SPICE WORLD,Queens,7185219999,,40.759777908235,-73.829235428489
31094,50033234,LEE'S KITCHEN,Bronx,7182312003,,40.871356008087,-73.86303748933899
31098,50018511,SAUVAGE,Brooklyn,7184866816,,40.723727091717,-73.95179687741
31100,50046238,DARDANIA QEBABTORE EUROPE AND GRILL,Bronx,9146212523,,40.863047405475,-73.85826072645
31101,50065305,BOCA CHICA SEAFOOD,Manhattan,6463620977,,40.866969320788,-73.920761614841
31105,41195964,SUBWAY,Staten Island,7187277779,,40.61530441605,-74.067023519598
31109,41291187,KENNEDY FRIED CHICKEN,Queens,7188352330,,40.677473175852,-73.82742084131
31111,50016844,ROSE PIZZA,Manhattan,2125947817,,40.751091318302,-73.992925898182
31114,40382052,LATOURETTE GOLF COURSE,Staten Island,7183511889,,40.575914408886,-74.148258680815
31118,50078379,JUICE PRESS,Manhattan,2123889539,,40.723432430253,-73.994721888197
31119,50076936,"BIG NICK'S PIZZA , GYROSHOP",Manhattan,2127994444,,40.776407179167,-73.978567400801
31121,41702625,KEUKA KAFE A WINE BAR,Queens,7188801478,,40.718070776798,-73.836514304918
31122,50066915,STARBUCKS COFFEE #28171,Manhattan,2126159700,,40.710200018590996,-74.001125388048
31124,50060086,QDOBA MEXICAN EATS,Staten Island,7189661353,,40.541735333916,-74.207137626631
31125,50017404,KAM MAN KITCHEN,Bronx,7185153642,,40.872803271931,-73.87838387139399
31129,50005897,TI AMO PIZZA,Staten Island,7184770007,,40.601115596831,-74.176410664865
31131,50014682,LONGHORN STEAKHOUSE,Queens,7183351371,,40.734237748346,-73.86877620581
31136,50062666,LILI MEXICAN RESTAURANT,Bronx,3472978550,,40.808770800526,-73.92208466344401
31138,41336336,SOPHIE'S,Manhattan,2122285680,,40.7246748079,-73.983948900217
31151,50037137,FUNNY BBQ,Manhattan,2129650076,,40.717657462138,-73.99523820808099
31156,41551369,CHA PA'S VIETNAMESE EATERY,Manhattan,2129569300,,40.763787914686,-73.985809379656
31166,40703739,JOSIE WOOD'S PUB,Manhattan,2122289909,,40.730033566227,-73.994172933544
31168,50019020,AZUKI,Manhattan,9173381199,,40.758655541558,-73.988737901106
31169,50018245,NEW WORLD STAGES & THE GREEN ROOM,Manhattan,6464392077,,40.762141277958,-73.98769767645601
31175,41014581,LANDY PIZZERIA RESTAURANT,Brooklyn,7182381966,,40.617321749081995,-74.027198511874
31187,40370916,BURGER KING,Queens,7183476880,,40.73697353398,-73.70992194527899
31190,50067482,"CLEO RESTAURANT, YOURS TRULY BAR & LOUNGE",Manhattan,2124810200,,40.744697739719,-73.983081533353
31193,41477406,CIBAO RESTAURANT,Queens,7182054583,,40.757689351352,-73.864340554865
31204,50074726,BEETLE HOUSE,Manhattan,6465104786,,40.727181280208995,-73.98805051707
31210,50094799,BOTANAS MEXICAN ICE CREAM & SNACKS,Staten Island,9178300084,,40.631148680995004,-74.138813011016
31216,41204340,TINY'S PIZZA & PASTA,Bronx,7182938346,,40.831430042589,-73.91625095174
31224,41646655,BLUE,Staten Island,3476093111,,40.645213274126,-74.10793885512
31228,50065251,80'S TEA,Brooklyn,9176408882,,40.61147196294,-73.983882580756
31229,50089647,ORIENTAL RED RESTAURANT INC.,Queens,9172913121,,40.714945964387,-73.913393021166
31235,41577737,COULEUR CAFE,Brooklyn,7187886600,,40.663466443174,-73.98442145407199
31238,41053329,GOLDEN CHICKEN,Queens,7182064669,,40.712767409212,-73.78325320107
31240,50037861,IMANI CARRIBEAN KITCHEN & BAR,Brooklyn,7189230100,,40.68926200229,-73.97107726845701
31243,41690699,NEW OCEAN,Manhattan,2122899293,,40.810803357656,-73.943280350183
31245,50055231,BOCADITO BISTRO,Manhattan,6466494212,,40.866779229021,-73.923777202722
31250,50086204,ARIA KABAB,Queens,7187775432,,40.767540100239,-73.912031936068
31262,50063143,PRINCESA BAKERY & RESTAURANT,Brooklyn,7187823822,,40.70430091633,-73.942693257864
31265,41414279,JUST SALAD,Manhattan,2126823832,,40.748972770072996,-73.975782801828
31271,50088924,JUQUILA,Queens,7184580104,,40.747598170500005,-73.882983878126
31278,41402869,LA MORADA RESTAURANT,Bronx,7182920235,,40.810615059953,-73.92177543551601
31282,50091738,DOMINO'S (#3321),Bronx,9176883778,,40.826097029291,-73.920131170281
31285,50084630,POKE BOWL,Manhattan,9172615581,,40.762687265522,-73.985798785463
31287,50062743,BULBAP GRILL,Brooklyn,7183833663,,40.724393790552,-73.95113616872099
31288,41581429,DAVID'S BAGELS,Manhattan,2127802308,,40.732431170476,-73.981644979606
31296,41010271,MINCA RAMEN FACTORY,Manhattan,2125058001,,40.724449667849996,-73.983461903371
31301,50018303,DUNKIN,Manhattan,2122224738,,40.799281956047004,-73.96705262557299
31313,41567694,THE INTERNATIONAL CULINARY INSTITUTE,Manhattan,2122198890,,40.720970494386,-74.000530316926
31318,50064714,AREPA LADY (DEKALB MARKET),Brooklyn,9174432457,,40.690826232689,-73.98345224546
31319,50009526,NISHIDA SHO-TEN,Manhattan,2123080791,,40.754070793161,-73.96859463016
31325,50089104,CREPES & MORE,Brooklyn,3475574100,,40.702335721594,-73.916056701958
31326,50015564,ST GEORGE TAVERN RESTAURANT & BAR,Manhattan,2122409868,,40.708450716651,-74.014279788237
31331,50081448,KING'S CHEF RESTAURANT,Queens,6462553008,,40.764270389813,-73.91111934289
